Table V9.0,keyName,OriginalKey,ExpandedKey,Duplicate,Activity code
MAILING,OMM1,CMGNUM,CMGNUM(Campaign code) +   ,Yes,
MAILING,OMM2,CREDAT,CREDAT(Date created) +   ,Yes,
MAILXML,MXL0,NUM,NUM(Name) +   ,No,
MAILXMLD,MXD0,NUM+TAB+FIE,NUM(Name) +   TAB(Table) +   FIE(Field) +   ,No,
MANDATE,MDT0,CPY+UMRNUM,CPY(Company) +   UMRNUM(Mandate reference) +   ,No,
MANDATE,MDT1,CPY+BPCNUM+UMRNUM,CPY(Company) +   BPCNUM(Customer code) +   UMRNUM(Mandate reference) +   ,No,
MARASSDEF,MAD0,RECORDNUM+RECORDADD+RECORDTYP,RECORDNUM +   RECORDADD +   RECORDTYP +   ,No,
MARASSDEF,MAD1,RECORDNUM+RECORDTYP,RECORDNUM +   RECORDTYP +   ,Yes,
MARASSREP,MAR0,RECORDNUM+RECORDADD+RECORDTYP,RECORDNUM +   RECORDADD +   RECORDTYP +   ,Yes,
MARASSREP,MAR1,RECORDNUM+RECORDTYP,RECORDNUM +   RECORDTYP +   ,Yes,
MARASSREP,MAR2,RECORDNUM+RECORDADD+RECORDTYP+REPTYP,RECORDNUM +   RECORDADD +   RECORDTYP +   REPTYP +   ,Yes,
MARASSREP,MAR3,RECORDNUM+RECORDTYP+REPTYP,RECORDNUM +   RECORDTYP +   REPTYP +   ,Yes,
MARDEF,MDF0,MARSCTNUM,MARSCTNUM +   ,Yes,
MARDEF,MDF1,MARSCTNUM+CRINUM,MARSCTNUM +   CRINUM +   ,No,
MARDEF,MDF2,MARSCTNUM+CRINUM+MARSCTTAB+MARSCTFIE,MARSCTNUM +   CRINUM +   MARSCTTAB +   MARSCTFIE +   ,Yes,
MARDEFVAL,MDV0,MARSCTNUM+CRINUM,MARSCTNUM +   CRINUM +   ,Yes,
MARDEFVAL,MDV1,MARSCTNUM+CRINUM+SCTVALNUM,MARSCTNUM +   CRINUM +   SCTVALNUM +   ,No,
MARREPSEC,MRS0,MARSCTNUM,MARSCTNUM +   ,Yes,
MARREPSEC,MRS1,MARSCTNUM+SCTREPSEC,MARSCTNUM +   SCTREPSEC +   ,No,
MARSCT,MST0,MARSCTNUM,MARSCTNUM +   ,No,
MATCHCODE,MTC0,COA+ACC+BPR,COA(Chart code) +   ACC(Account) +   BPR(BP) +   ,No,
MATCHTOL,MAT0,MATTOL,MATTOL(Matching tolerance) +   ,No,
MATCSTW,MAW0,MAWUID+STOFCY+ITMREF+ECCVALMAJ+ECCVALMIN+CPNTYP,MAWUID(Process no.) +   STOFCY(Storage site) +   ITMREF(Product) +   ECCVALMAJ(Major version) +   ECCVALMIN(Minor version) +   CPNTYP(Component type) +   ,No,
MEDIA,OMN0,OMNNUM,OMNNUM(Code) +   ,No,
MEDIA,OMN1,CMGNUM,CMGNUM(Campaign code) +   ,Yes,
MEMFOR,FOG0,CODMSK+CODZON+USR+FORCOD,CODMSK(Screen code) +   CODZON(Field code) +   USR(User code) +   FORCOD(Formula code) +   ,No,
MESPAR,MPA0,ID,ID(Identifier) +   ,No,
MFCDETPRT,MCP0,STOFCY+ITMREF+VCRTYP+VCRNUM+VCRLIN+MFCTYP1+MFCTYP2+UID+CURUID+BRDCOD+TYPCST,STOFCY(Storage site) +   ITMREF(Product) +   VCRTYP(Entry type) +   VCRNUM(Order no.) +   VCRLIN(Entry line no.) +   MFCTYP1(Cost type) +   MFCTYP2(Cost type) +   UID(Process) +   CURUID(Process) +   BRDCOD(Cost group) +   TYPCST(Cost type) +   ,No,
MFCMAT,MCC0,STOFCY+ITMREF+VCRTYP+VCRNUM+VCRLIN+MFCTYP+MATREF+ECCVALMAJ+ECCVALMIN+UID,STOFCY(Storage site) +   ITMREF(Product) +   VCRTYP(Entry type) +   VCRNUM(Order no.) +   VCRLIN(Entry line no.) +   MFCTYP(Cost type) +   MATREF(Component) +   ECCVALMAJ(Major version) +   ECCVALMIN(Minor version) +   UID(Process) +   ,No,
MFCNAT,MCN0,STOFCY+ITMREF+VCRTYP+VCRNUM+VCRLIN+MFCTYP+OVENAT+UID,STOFCY(Storage site) +   ITMREF(Product) +   VCRTYP(Entry type) +   VCRNUM(Order no.) +   VCRLIN(Entry line no.) +   MFCTYP(Cost type) +   OVENAT(Overhead cat.) +   UID(Process) +   ,No,
MFCSCRAP,MCS0,STOFCY+ITMREF+VCRTYP+VCRNUM+VCRLIN+MFCTYP+UID,STOFCY(Storage site) +   ITMREF(Product) +   VCRTYP(Entry type) +   VCRNUM(Order no.) +   VCRLIN(Entry line no.) +   MFCTYP(Cost type) +   UID(Process) +   ,No,
MFCTYPREL,MTR0,UID+MFCTYP,UID(Process) +   MFCTYP(Cost type) +   ,No,
MFCWST,MCW0,STOFCY+ITMREF+VCRTYP+VCRNUM+VCRLIN+MFCTYP+WST+UID,STOFCY(Storage site) +   ITMREF(Product) +   VCRTYP(Entry type) +   VCRNUM(Order no.) +   VCRLIN(Entry line no.) +   MFCTYP(Cost type) +   WST(Work center) +   UID(Process) +   ,No,
MFGANL,MFA0,MFGFCY+MFGNUM+PEREND,MFGFCY(Production site) +   MFGNUM(Order no.) +   PEREND(Period end) +   ,No,
MFGCOST,MFC0,STOFCY+ITMREF+VCRTYP+VCRNUM+VCRLIN+MFCTYP+UID,STOFCY(Storage site) +   ITMREF(Product) +   VCRTYP(Entry type) +   VCRNUM(Order no.) +   VCRLIN(Entry line no.) +   MFCTYP(Expected cost) +   UID(Process) +   ,No,
MFGCOST,MFC1,VCRTYP+VCRNUM+VCRLIN,VCRTYP(Entry type) +   VCRNUM(Order no.) +   VCRLIN(Entry line no.) +   ,Yes,
MFGHEAD,MFG0,MFGNUM,MFGNUM(Order no.) +   ,No,
MFGHEAD,MFG1,MFGFCY+MFGTRKFLG,MFGFCY(Production site) +   MFGTRKFLG(Tracking flag) +   ,Yes,
MFGHEAD,MFG2,MTOREF,MTOREF(MTO network) +   ,Yes,
MFGHEADTRK,MTK0,MFGTRKNUM,MFGTRKNUM(Tracking number) +   ,No,
MFGHEADTRK,MTK1,MFGNUM+MFGTRKNUM,MFGNUM(Order no.) +   MFGTRKNUM(Tracking number) +   ,No,
MFGHEADTRK,MTK2,PTHNUM+PTDLIN,PTHNUM(Receipt no.) +   PTDLIN(Line) +   ,Yes,
MFGITM,MFI0,MFGNUM+MFGLIN,MFGNUM(Order no.) +   MFGLIN(Line no.) +   ,No,
MFGITM,MFI1,MFGFCY+STRDAT,MFGFCY(Production site) +   STRDAT(Start date) +   ,Yes,
MFGITM,MFI2,MFGNUM,MFGNUM(Order no.) +   ,Yes,
MFGITMTRK,MKI0,MFGTRKNUM+ITMTRKLIN,MFGTRKNUM(Tracking number) +   ITMTRKLIN(Line) +   ,No,
MFGITMTRK,MKI1,MFGNUM+MFGTRKNUM+ITMTRKLIN,MFGNUM(Order no.) +   MFGTRKNUM(Tracking number) +   ITMTRKLIN(Line) +   ,No,
MFGMAT,MFM0,MFGNUM+MFGLIN+BOMSEQ+ITMREF,MFGNUM(Order no.) +   MFGLIN(Line no.) +   BOMSEQ(BOM sequence) +   ITMREF(Product) +   ,No,
MFGMAT,MFM1,MFGFCY+RETDAT,MFGFCY(Production site) +   RETDAT(Requirement date) +   ,Yes,
MFGMAT,MFM2,MFGFCY+MFGPIO+RETDAT,MFGFCY(Production site) +   MFGPIO(Priority) +   RETDAT(Requirement date) +   ,Yes,
MFGMAT,MFM3,MFGNUM+BOMOPE+ITMREF,MFGNUM(Order no.) +   BOMOPE(Operation number) +   ITMREF(Product) +   ,Yes,
MFGMATTRK,MKM0,MFGTRKNUM+MATTRKLIN,MFGTRKNUM(Tracking number) +   MATTRKLIN(Line) +   ,No,
MFGMATTRK,MKM1,MFGNUM+MFGTRKNUM+MATTRKLIN,MFGNUM(Order no.) +   MFGTRKNUM(Tracking number) +   MATTRKLIN(Line) +   ,No,
MFGOPE,MFO0,MFGNUM+OPENUM+OPESPLNUM,MFGNUM(Order no.) +   OPENUM(Operation) +   OPESPLNUM(Operation split) +   ,No,
MFGOPE,MFO1,POHNUM+POPLIN+POPSEQ,POHNUM(Order no.) +   POPLIN(Line) +   POPSEQ(Sequence) +   ,Yes,
MFGOPE,MFO2,MFGFCY+EXTWST+SCHSBB+MFGNUM,MFGFCY(Production site) +   EXTWST(Expected W/C) +   SCHSBB(Distinction criteria) +   MFGNUM(Order no.) +   ,Yes,
MFGOPETRK,MKO0,MFGTRKNUM+OPETRKLIN,MFGTRKNUM(Tracking number) +   OPETRKLIN(Line) +   ,No,
MFGOPETRK,MKO1,MFGNUM+MFGTRKNUM+OPETRKLIN,MFGNUM(Order no.) +   MFGTRKNUM(Tracking number) +   OPETRKLIN(Line) +   ,No,
MFGPRN,MFP0,MFGNUM,MFGNUM(Order no.) +   ,No,
MFGTRS,MTS0,MTSTYP+MTSNUM,MTSTYP(Transaction type) +   MTSNUM(Transaction) +   ,No,
MFGTRS,MTS1,MTSNUM+MTSTYP,MTSNUM(Transaction) +   MTSTYP(Transaction type) +   ,No,
MFGVERSION,MFV0,TABLE+VERSION+CLE,TABLE(Table) +   VERSION(Version) +   CLE(Key) +   ,No,
MFGWIP,MWH0,VCRTYP+VCRNUM,VCRTYP(Entry type) +   VCRNUM(Order no.) +   ,No,
MFGWIP,MWH1,TRKTYP+STRDAT,TRKTYP(Tracking type) +   STRDAT(Start date) +   ,Yes,
MKGLEVEL,MKL0,OPGNUM+KEYTYPE+DATAKEY,OPGNUM +   KEYTYPE +   DATAKEY +   ,No,
MKGOPG,MOG0,MKGQUR+OPGNUM+TGR,MKGQUR +   OPGNUM +   TGR +   ,No,
MKGOPG,MOG1,MKGQUR+TGR,MKGQUR +   TGR +   ,Yes,
MKGOPG,MOG2,OPGNUM+TGR,OPGNUM +   TGR +   ,Yes,
MKGQUR,MQR0,QURNUM,QURNUM +   ,No,
MKGQURPPL,MQP0,QURNUM,QURNUM +   ,Yes,
MKGQURPPL,MQP1,QURNUM+PPLORD,QURNUM +   PPLORD +   ,No,
MMSDEFVAL,MMV0,ID+CODFIC+CODZONE,ID(Identifier) +   CODFIC(Table code) +   CODZONE(Field code) +   ,No,
MMSPAR,MMS0,ID,ID(Identifier) +   ,No,
MODSCALE,MOD1,MODSCALE,MODSCALE(Template) +   ,No,
MTCAUTO,MTU0,NUM,NUM(Identifier) +   ,No,
MTCBATCH,MTB0,MTCNUM+ACCNUM+DUDLIG,MTCNUM(Matching no.) +   ACCNUM(Internal number) +   DUDLIG(Due date number) +   ,No,
MTCGAUTMP,MGT0,COD+LINNUM+CLEA1+CLEA2+ACCNUM,COD(Code) +   LINNUM(Line number) +   CLEA1(Alpha 1) +   CLEA2(Alpha 2) +   ACCNUM(Internal number) +   ,No,
MTKCRDASW,MTA0,MFGTRKNUM+OPETRKLIN+QSTNUM,MFGTRKNUM(Tracking number) +   OPETRKLIN(Line) +   QSTNUM(Question) +   ,No,
MTOHEAD,MTO0,MTOREF,MTOREF(MTO network) +   ,No,
MTOLINK,MLK0,STOFCY+ITMREF+DEMTYP+DEMNUM+DEMLIN+DEMSEQ,STOFCY(Storage site) +   ITMREF(Product) +   DEMTYP(Request type) +   DEMNUM(Demand journal) +   DEMLIN(Demand line) +   DEMSEQ(Demand sequence) +   ,Yes,
MTOLINK,MLK1,STOFCY+ITMREF+RESSTYP+RESSNUM+RESSLIN+RESSSEQ,STOFCY(Storage site) +   ITMREF(Product) +   RESSTYP(Resource type) +   RESSNUM(Resource document) +   RESSLIN(Resouce line) +   RESSSEQ(Resource sequence) +   ,Yes,
MWMCRDASW,MWA0,MFGNUM+BOMOPE+ITMREF+IPTDAT+MVTSEQ+QSTNUM,MFGNUM(Order no.) +   BOMOPE(Operation number) +   ITMREF(Product) +   IPTDAT(Allocation date) +   MVTSEQ(Sequence) +   QSTNUM(Question) +   ,No,
NETAUTO,NTO0,ACCNUM+DUDLIG+IND,ACCNUM(Internal number) +   DUDLIG(Due date number) +   IND(Index) +   ,No,
NETAUTO,NTO1,UIDUSR,UIDUSR(Processes) +   ,Yes,
NETAUTO,NTO2,ACCNUMVCR,ACCNUMVCR(Internal number) +   ,Yes,
NOTCATEG,NTG0,NTGTYP+NTGCOD,NTGTYP(Note type) +   NTGCOD(Category) +   ,No,
NOTE,NTS0,CODE+NTSCOD2,CODE(Code) +   NTSCOD2(Key) +   ,No,
NRYPAR,,, +   ,,
NUMCAI,,, +   ,,
OMMRESULT,MRE0,OPGNUM+MRENUM,OPGNUM +   MRENUM +   ,No,
OMMRPT,OMR0,LAN+MAGTPL,LAN +   MAGTPL +   ,No,
OPERATIONS,OPS0,OPSNUM,OPSNUM(Load no.) +   ,No,
OPERATIONS,OPS1,MFGNUM+OPENUM+OPESPLNUM,MFGNUM(Order no.) +   OPENUM(Operation) +   OPESPLNUM(Operation split) +   ,No,
OPERATIONS,OPS2,POHNUM+POPLIN+POPSEQ,POHNUM(Order no.) +   POPLIN(Line) +   POPSEQ(Sequence) +   ,Yes,
OPERATIONS,OPS3,MFGFCY+OPESTR+MFGNUM,MFGFCY(Production site) +   OPESTR(Start date) +   MFGNUM(Order no.) +   ,Yes,
OPPOR,OPP0,OPPNUM,OPPNUM(Project chrono) +   ,No,
OPPOR,OPP1,OPPCDA,OPPCDA +   ,Yes,
OPPOR,OPP2,OPPCMGNUM,OPPCMGNUM(Campaign code) +   ,Yes,
OPPOR,OPP3,OPPOPGNUM,OPPOPGNUM(Operation code) +   ,Yes,
OPPOR,OPP4,OPPCMP,OPPCMP(BP) +   ,Yes,
OPPOR,OPP5,OPPMCN,OPPMCN(Contact (relationship)) +   ,Yes,
OPPOR,OPP6,OPPREP+OPPCDA,OPPREP(Sales rep) +   OPPCDA +   ,Yes,
OPPOR,OPP7,OPPORI+OPPORIVCR+OPPORIVCRL,OPPORI(Source) +   OPPORIVCR(Document no.) +   OPPORIVCRL(Line no.) +   ,Yes,
ORDCOMP,DOO0,BPRNUM,BPRNUM(BP code) +   ,No,
ORDCOV,ORC0,VCRTYPDST+VCRNUMDST+VCRLINDST+VCRSEQDST+WIPSTADST,VCRTYPDST(Rcpt journal type) +   VCRNUMDST(Receipt document) +   VCRLINDST(Receiving line) +   VCRSEQDST(Receiving seq.) +   WIPSTADST(Receipt status) +   ,Yes,
ORDCOV,ORC1,VCRTYP+VCRNUM+VCRLIN+VCRSEQ,VCRTYP(Entry type) +   VCRNUM(Entry) +   VCRLIN(Entry line no.) +   VCRSEQ(Document sequence no.) +   ,Yes,
ORDERS,ORD0,WIPTYP+WIPNUM+ITMREF,WIPTYP(Order type) +   WIPNUM(Order no.) +   ITMREF(Product) +   ,No,
ORDERS,ORD1,STOFCY+ITMREF+ENDDAT,STOFCY(Stock site) +   ITMREF(Product) +   ENDDAT(End date) +   ,Yes,
ORDERS,ORD2,ITMREF+ENDDAT,ITMREF(Product) +   ENDDAT(End date) +   ,Yes,
ORDERS,ORD3,STOFCY+VCRTYP+VCRNUM+VCRLIN+VCRSEQ,STOFCY(Stock site) +   VCRTYP(Entry type) +   VCRNUM(Subcon. req./order) +   VCRLIN(Entry line no.) +   VCRSEQ(Document sequence no.) +   ,Yes,
ORDERS,ORD4,ITMREF+STOFCY+WIPTYP,ITMREF(Product) +   STOFCY(Stock site) +   WIPTYP(Order type) +   ,Yes,
ORDOOPAR,ORO0,ID,ID(Identifier) +   ,No,
ORDOPPAR,ORP0,ID,ID(Identifier) +   ,No,
OVENAT,ONA0,OVENAT,OVENAT(Nature) +   ,No,
OVERHEAD,OVE0,OVECOD,OVECOD(Overhead) +   ,No,
PARESC,PEC0,ESCNUM,ESCNUM(Code) +   ,No,
PARESC,PEC1,ENAFLG+ESCCAT,ENAFLG(Active) +   ESCCAT(Category) +   ,Yes,
PAREVT,PVT0,EVT+PLN+EVTINT,EVT +   PLN +   EVTINT +   ,No,
PAREVT,PVT1,EVT+EVTINT,EVT +   EVTINT +   ,No,
PAREVTD,PVD0,EVTINT+FLDNAM,EVTINT +   FLDNAM +   ,No,
PAREVTD,PVD1,EVTINT,EVTINT +   ,Yes,
PAREVTD,PVD2,EVTINT+NUMLIG+FLDNAM,EVTINT +   NUMLIG +   FLDNAM +   ,No,
PARFLUX,PFL0,CODTXS+COA+POSTXS,CODTXS +   COA +   POSTXS +   ,No,
PARFLUXDET,PFD0,CODTXS+COA+POSTXS+GAC,CODTXS +   COA +   POSTXS +   GAC +   ,No,
PARFLUXDET,PFD1,CODTXS+COA+GAC,CODTXS +   COA +   GAC +   ,No,
PARJAL,PJA0,MFGFCY,MFGFCY(Production site) +   ,No,
PARLDAP,LDA0,CPY,CPY +   ,No,
PARMRP,PCB0,STOFCY,STOFCY(Storage site) +   ,No,
PARMTO,PTO0,PTOCOD,PTOCOD(Rule) +   ,No,
PARSTA1,PS10,COD,COD(Code) +   ,No,
PARSTA2,PS20,COD,COD(Code) +   ,No,
PARSTA2,PS21,UPDCOD,UPDCOD(Update code) +   ,Yes,
PARSTALIG,PSL0,COD+NUMLIG,COD(Code) +   NUMLIG(Line no.) +   ,No,
PARSTOACC,PAS0,LEG+CPY+TRSTYP,LEG(Legislation) +   CPY(Company) +   TRSTYP(Transaction type) +   ,No,
PARTAXUSA,PTU0,COD,COD(Code) +   ,No,
PARTRZL,TZL0,KEYTZL,KEYTZL +   ,No,
PARTRZL,TZL1,OBJSRC+OBJDES+CPY,OBJSRC +   OBJDES +   CPY +   ,No,
PARTRZLDET,TZD0,KEYTZL+CODZONSRC+CODZONDES,KEYTZL +   CODZONSRC +   CODZONDES +   ,No,
PARWIPACC,PWA0,LEG+CPY+TXNTYP,LEG(Legislation) +   CPY(Company) +   TXNTYP(Transaction type) +   ,No,
PARWIPACCS,SWA0,LEG+CPY+TXNTYP,LEG(Legislation) +   CPY(Company) +   TXNTYP(Transaction type) +   ,No,
PAYACCNUM,PAN0,TYPNUM+NUM+STA+ACCNUM,TYPNUM(Slip type) +   NUM(Payment) +   STA(Account structures) +   ACCNUM(Internal number) +   ,No,
PAYACCNUMD,PMD0,NUM+ACCSTA+ACCNUM,NUM(Payment no.) +   ACCSTA(Function) +   ACCNUM(Internal number) +   ,No,
PAYFRM,FRM0,FRMFLG+FRMNUM,FRMFLG(Slip type) +   FRMNUM(Slip no.) +   ,No,
PAYLOT,PYL0,COD,COD(Code) +   ,No,
PAYMENTA,PYA0,NUM+LIN+LINANA,NUM(Number) +   LIN(Line) +   LINANA(Order no.) +   ,No,
PAYMENTD,PYD0,NUM+LIN,NUM(Number) +   LIN(Line) +   ,No,
PAYMENTD,PYD1,DUDNUM+DUDLIG+NUM+LIN,DUDNUM(Internal number) +   DUDLIG(Due date number) +   NUM(Number) +   LIN(Line) +   ,No,
PAYMENTD,PYD2,NUM+LIN+CURLIN,NUM(Number) +   LIN(Line) +   CURLIN(Currency) +   ,No,
PAYMENTH,PYH0,NUM,NUM(Payment no.) +   ,No,
PAYMENTH,PYH1,FRMFLG+FRMNUM+FRMLIN,FRMFLG(Slip type) +   FRMNUM(Slip no.) +   FRMLIN(Summary line) +   ,Yes,
PAYMENTH,PYH2,PAYLOT+PAYLOTLIG+NUM,PAYLOT(Batch code) +   PAYLOTLIG(Batch line) +   NUM(Payment no.) +   ,No,
PAYMENTH,PYH3,PAYTYP-NUM,PAYTYP-NUM +   ,No,
PAYMENTH,PYH4,DUDDAT+NUM,DUDDAT(Due date) +   NUM(Payment no.) +   ,No,
PAYMTCTMP,PMP0,NUM+NUMORD+LEDTYP+FCY+ACC+BPR+OCC1+OCC2,NUM(Payment no.) +   NUMORD(Order no.) +   LEDTYP(Ledger type) +   FCY(Site) +   ACC(General accounts) +   BPR(BP) +   OCC1(Occurrence) +   OCC2(Occurrence) +   ,Yes,
PAYMTCTMP,PMP1,NUM+NUMORD+LEDTYP+FCY+ACC+BPR+ACCNUM,NUM(Payment no.) +   NUMORD(Order no.) +   LEDTYP(Ledger type) +   FCY(Site) +   ACC(General accounts) +   BPR(BP) +   ACCNUM(Internal number) +   ,Yes,
PAYMTCTMP,PMP2,NUM+NUMORD+LEDTYP+CUR+FCY+ACC+BPR+OCC1+OCC2,NUM(Payment no.) +   NUMORD(Order no.) +   LEDTYP(Ledger type) +   CUR(Currency) +   FCY(Site) +   ACC(General accounts) +   BPR(BP) +   OCC1(Occurrence) +   OCC2(Occurrence) +   ,Yes,
PAYMTCTMP,PMP3,UIDUSR,UIDUSR(Processes) +   ,Yes,
PAYMTCTMP2,PM20,TYP+NUM+LEDTYP+CUR+FCY+ACC+BPR+ACCNUM,TYP(Entry type) +   NUM(Document no.) +   LEDTYP(Ledger type) +   CUR(Currency) +   FCY(Site) +   ACC(General accounts) +   BPR(BP) +   ACCNUM(Internal number) +   ,No,
PAYMTCTMP2,PM21,UIDUSR,UIDUSR(Processes) +   ,Yes,
PAYORDER,PYO0,DUDNUM+DUDLIG+PAYNUM,DUDNUM(Due date number) +   DUDLIG(Due date number) +   PAYNUM(Entry number) +   ,No,
PAYPTD,,, +   ,,
PAYPTH,,, +   ,,
PAYPTHDOC,,, +   ,,
PAYPTHRIT,,, +   ,,
PAYTMP,PTP0,TYPREC+NUM+CODACE+LIGCODACE+VCRNUM+LIG+NUMORD,TYPREC(Record type) +   NUM(Payment no.) +   CODACE(Entry code) +   LIGCODACE(Line number) +   VCRNUM(Document no.) +   LIG(Line number) +   NUMORD(Order no.) +   ,No,
PAYTMP,PTP1,TYPREC+NUM+CODACE+VCRNUM+LIG+LIGCODACE+NUMORD,TYPREC(Record type) +   NUM(Payment no.) +   CODACE(Entry code) +   VCRNUM(Document no.) +   LIG(Line number) +   LIGCODACE(Line number) +   NUMORD(Order no.) +   ,No,
PAYTMP,PTP2,TYPREC+NUM+LIG+DUDNUM+DUDLIG+CODACE+LIGCODACE,TYPREC(Record type) +   NUM(Payment no.) +   LIG(Line number) +   DUDNUM(Due date number) +   DUDLIG(Due date number) +   CODACE(Entry code) +   LIGCODACE(Line number) +   ,Yes,
PAYTMP,PTP3,UIDUSR,UIDUSR(Processes) +   ,Yes,
PAYVAT,PYHV0,PAYNUM+PAYLIN+PAYMENTSTA,PAYNUM(Payment no.) +   PAYLIN(Receipt line) +   PAYMENTSTA(Receipt status) +   ,No,
PBDBPGRP,PBDBPG0,COD+LEG,COD(Group code) +   LEG(Legislation) +   ,No,
PBDBPGRPD,PBDBPD0,COD+LEG+BPR,COD(Group code) +   LEG(Legislation) +   BPR(BP code) +   ,No,
PBDCONFIG,PBDCNF0,CODE+LEG,CODE(Code) +   LEG(Legislation) +   ,No,
PBDCONFIG,PBDCNF1,LEG+GRPORCPY+LEDTYP+ROOTACC,LEG(Legislation) +   GRPORCPY(Group+company code) +   LEDTYP(Ledger type) +   ROOTACC(Triggering account) +   ,Yes,
PBDCONFIGD,PBDCNFD0,CODE+LEG+ISINCLUDED+LINE,CODE(Code) +   LEG(Legislation) +   ISINCLUDED(Included/excluded) +   LINE(Line) +   ,No,
PBDECOCOD,PBDECO0,COD+LEG,COD(Code) +   LEG(Legislation) +   ,No,
PBDECOCOD,PBDECO1,LEG+COD,LEG(Legislation) +   COD(Code) +   ,No,
PBDECODITM,PBDEIT0,LEG+ITM,LEG(Legislation) +   ITM(Product) +   ,No,
PBDGEN,PBDGEN0,CODE,CODE(Code) +   ,No,
PBDGEND,PBDGEND0,CODE+LEG+ISDETAIL+ISOITEM+LINE,CODE(Code) +   LEG(Legislation) +   ISDETAIL(Detail) +   ISOITEM(Open item / payment) +   LINE(Line) +   ,No,
PBDUICONF,PBDUIC0,LEG,LEG(Legislation) +   ,No,
PBDUICONFD,PBDUID0,LEG+LIN,LEG(Legislation) +   LIN(Line number) +   ,No,
PDPDET,CBD0,STOFCY+ITMREF+BUC+REQDAT+WIPTYP+WIPNUM,STOFCY(Storage site) +   ITMREF(Product) +   BUC(Period) +   REQDAT(Requirement date) +   WIPTYP(Order type) +   WIPNUM(Order no.) +   ,No,
PDPDET,CBD1,STOFCY+SUGTYP+SUGSTA+SUGNUM,STOFCY(Storage site) +   SUGTYP(Order type) +   SUGSTA(WIP status) +   SUGNUM(Order no.) +   ,Yes,
PDPDET,CBD2,STOFCY+ITMREF+WIPTYP+WIPSTA,STOFCY(Storage site) +   ITMREF(Product) +   WIPTYP(Order type) +   WIPSTA(WIP status) +   ,Yes,
PDPDET,CBD3,ITMREF+STOFCY+BUC+REQDAT+WIPTYP+WIPNUM,ITMREF(Product) +   STOFCY(Storage site) +   BUC(Period) +   REQDAT(Requirement date) +   WIPTYP(Order type) +   WIPNUM(Order no.) +   ,No,
PDPDET,CBD4,ITMREFORI+STOFCY+WIPTYP+WIPSTA,ITMREFORI(Source product) +   STOFCY(Storage site) +   WIPTYP(Order type) +   WIPSTA(WIP status) +   ,Yes,
PDPHEA,CBH0,STOFCY+ITMREF,STOFCY(Storage site) +   ITMREF(Product) +   ,No,
PDPHEA,CBH1,STOFCY+LLC+ITMREF,STOFCY(Storage site) +   LLC(Lowest level code) +   ITMREF(Product) +   ,No,
PERIOD,PER0,CPY+LEDTYP+FIYNUM+PERNUM,CPY(Company) +   LEDTYP(Ledger type) +   FIYNUM(Fiscal year) +   PERNUM(Period number) +   ,No,
PERIOD,PER1,LEDTYP,LEDTYP(Ledger type) +   ,Yes,
PFOOTINV,PFI0,PFINUM,PFINUM(Invoicing element) +   ,No,
PHONECALL,CLL0,CLLNUM,CLLNUM(Call time) +   ,No,
PHONECALL,CLL1,CLLDATX,CLLDATX(Week conversion) +   ,Yes,
PHONECALL,CLL2,CLLCMP,CLLCMP(BP) +   ,Yes,
PHONECALL,CLL3,CLLCCN,CLLCCN(Contact (relationship)) +   ,Yes,
PHONECALL,CLL4,CLLREP+CLLDATX,CLLREP(Sales rep) +   CLLDATX(Week conversion) +   ,Yes,
PHONECALL,CLL5,CLLCMGNUM,CLLCMGNUM(Campaign code) +   ,Yes,
PHONECALL,CLL6,CLLOPGTYP+CLLOPGNUM,CLLOPGTYP(Operation type) +   CLLOPGNUM(Operation code) +   ,Yes,
PHONECALL,CLL7,CLLORI+CLLORIVCR+CLLORIVCRL,CLLORI(Source) +   CLLORIVCR(Original document no.) +   CLLORIVCRL(Original line no.) +   ,Yes,
PHONECALL,CLL8,CLLDAT+CLLHOU+CLLNUM,CLLDAT(Date) +   CLLHOU(Time) +   CLLNUM(Call time) +   ,No,
PHONING,OMP0,OMPNUM,OMPNUM(Code) +   ,No,
PHONING,OMP1,CMGNUM,CMGNUM(Campaign code) +   ,Yes,
PHONING,OMP2,OMPSTR,OMPSTR(Start) +   ,Yes,
PHYBUI,BUI0,BUICOD,BUICOD +   ,No,
PHYELT,PHY0,PHYREF,PHYREF +   ,No,
PHYELT,PHY3,BAC+CPY,BAC +   CPY +   ,Yes,
PHYELT,PHY4,CPY+FCY+PHYREF,CPY +   FCY +   PHYREF +   ,No,
PHYELT,PHY5,AASREF+PHYREF,AASREF +   PHYREF +   ,No,
PHYLCT,LCT0,LCTCOD,LCTCOD +   ,No,
PHYLCT,LCT1,FCY+LCTCOD,FCY +   LCTCOD +   ,No,
PHYLCT,LCT2,BAC+FCY+LCTCOD,BAC +   FCY +   LCTCOD +   ,No,
PHYMVT,PMVT0,PHYREF+NUM,PHYREF +   NUM +   ,No,
PINVOICE,PIH0,NUM,NUM(Document no.) +   ,No,
PINVOICE,PIH1,BPR+BPRVCR,BPR(BP) +   BPRVCR(Source document) +   ,Yes,
PINVOICE,PIH2,GTE+NUM,GTE(Entry type) +   NUM(Document no.) +   ,No,
PINVOICE,PIH3,ACCDAT+BPR,ACCDAT(Accounting date) +   BPR(BP) +   ,Yes,
PINVOICE,PIH4,CUR+BPR+NUM,CUR(Currency) +   BPR(BP) +   NUM(Document no.) +   ,No,SVC
