Table,Abbreviation,Description,Module,Activity code,Column,Normal title,Dim.,Type,Length,Menu,Link expression,Cancellation,Act
SINVOICED,SID,Sales invoice detail,Sales,,REPBAS2,Commission base 2,,MD1,,,,,RE2
SINVOICED,SID,Sales invoice detail,Sales,,REPCOE,Commission factor,,CCR,,,,,
SINVOICED,SID,Sales invoice detail,Sales,,REPRAT1,Commission rate 1,,RAT,,,,,RE1
SINVOICED,SID,Sales invoice detail,Sales,,REPRAT2,Commission rate 2,,RAT,,,,,RE2
SINVOICED,SID,Sales invoice detail,Sales,,SALFCY,Sales site,,FCY,,,[FCY]FCY0=[SID]SALFCY,Block,
SINVOICED,SID,Sales invoice detail,Sales,,SAU,Sales unit,,UOM,,,[TUN]TUN0=[SID]SAU,Block,
SINVOICED,SID,Sales invoice detail,Sales,,SAUSTUCOE,SAL-STK conv.,,COE,,,,,
SINVOICED,SID,Sales invoice detail,Sales,,SDDLIN,Delivery line,,L,8.0,,,,
SINVOICED,SID,Sales invoice detail,Sales,,SDHNUM,Delivery no.,,VCR,,,,,
SINVOICED,SID,Sales invoice detail,Sales,,SGHNUM,Transfer document,,VCR,,,,,
SINVOICED,SID,Sales invoice detail,Sales,,SIDLIN,Invoice line,,L,8.0,,,,
SINVOICED,SID,Sales invoice detail,Sales,,SIDORI,Source doc type,,M,15.0,413.0,,,
SINVOICED,SID,Sales invoice detail,Sales,,SIDORILIN,Invoice line,,L,8.0,,,,
SINVOICED,SID,Sales invoice detail,Sales,,SIDPSONUM,Project doc number,,PSO,,,[PSOH]PSOH0=[SID]SIDPSONUM,Block,PJM
SINVOICED,SID,Sales invoice detail,Sales,,SIDSEQNUM,Line,,L,8.0,,,,PJM
SINVOICED,SID,Sales invoice detail,Sales,,SIDTEX,Line text,,TXC,,,,,
SINVOICED,SID,Sales invoice detail,Sales,,SIHORINUM,Invoice no.,,VCR,,,,,
SINVOICED,SID,Sales invoice detail,Sales,,SOHNUM,Order no.,,VCR,,,,,
SINVOICED,SID,Sales invoice detail,Sales,,SOPLIN,Line,,L,8.0,,,,
SINVOICED,SID,Sales invoice detail,Sales,,SOQSEQ,Sequence number,,L,8.0,,,,
SINVOICED,SID,Sales invoice detail,Sales,,SRDLIN,Return line,,L,8.0,,,,
SINVOICED,SID,Sales invoice detail,Sales,,SRENUM,Service request,,SRE,,,[SRE]SRE0=[SID]SRENUM,Other,
SINVOICED,SID,Sales invoice detail,Sales,,SRHNUM,Return no.,,VCR,,,,,
SINVOICED,SID,Sales invoice detail,Sales,,SSTCOD,SST tax code,,ADI,,,[ADI]CODE=203;SSTCOD,Block,LTA
SINVOICED,SID,Sales invoice detail,Sales,,STA,Filter status,,A,12.0,,,,
SINVOICED,SID,Sales invoice detail,Sales,,STOFCY,Shipment site,,FCY,,,[FCY]FCY0=[SID]STOFCY,Block,
SINVOICED,SID,Sales invoice detail,Sales,,STOMGTCOD,Stock management,,M,15.0,215.0,,,
SINVOICED,SID,Sales invoice detail,Sales,,STRDAT,Start date,,D,,,,,
SINVOICED,SID,Sales invoice detail,Sales,,STU,Stock unit,,UOM,,,[TUN]TUN0=[SID]STU,Block,
SINVOICED,SID,Sales invoice detail,Sales,,SVICNUM,Scheduled invoices,,VCR,,,,,
SINVOICED,SID,Sales invoice detail,Sales,,TAXFLG,Taxable flag,,M,4.0,1.0,,,KUS
SINVOICED,SID,Sales invoice detail,Sales,,TAXGEOFLG,Taxed geo flag,,A,1.0,,,,KUS
SINVOICED,SID,Sales invoice detail,Sales,,TAXREGFLG,Recorded tax flag,,M,4.0,1.0,,,KUS
SINVOICED,SID,Sales invoice detail,Sales,,TSICOD,Statistical group,,ADI,,,[ADI]CODE=indice+20;TSICOD(indice),Other,STI
SINVOICED,SID,Sales invoice detail,Sales,,UPDDAT,Change date,,D,,,,,
SINVOICED,SID,Sales invoice detail,Sales,,UPDDATTIM,Date time,,ADATIM,,,,,
SINVOICED,SID,Sales invoice detail,Sales,,UPDUSR,Change user,,A,5.0,,,,
SINVOICED,SID,Sales invoice detail,Sales,,VACITM,Tax level,3.0,TVI,,,[TVI]TVI0=VACITM(indice);[V]GSUPCLE,Block,
SINVOICED,SID,Sales invoice detail,Sales,,VAT,Tax,3.0,VAT,,,[TVT]TVT0=VAT(indice);[V]GSUPCLE,Block,
SINVOICED,SID,Sales invoice detail,Sales,,VCRINVCNDLIN,Due date line,,L,8.0,,,,
SINVOICED,SID,Sales invoice detail,Sales,,VCRINVCNDTYP,Due date origin,,M,15.0,476.0,,,
SINVOICED,SID,Sales invoice detail,Sales,,VTC,Vertex transaction code,,A,1.0,,,,KUS
SINVOICED,SID,Sales invoice detail,Sales,,VTS,Vertex transaction sub-type,,A,1.0,,,,KUS
SINVOICED,SID,Sales invoice detail,Sales,,WRH,Warehouse,,WRH,,,[WRH]WRH0=WRH,Other,WRH
SINVOICEDLOC,SIDLOC,Sales invoice detail,Sales,,AMTATILOCLIN,Amount + tax,,MD1,,,,,
SINVOICEDLOC,SIDLOC,Sales invoice detail,Sales,,AMTNOTLOCLIN,Amount - tax,,MD1,,,,,
SINVOICEDLOC,SIDLOC,Sales invoice detail,Sales,,AMTTAXLOCLIN,Tax amount,3.0,MD1,,,,,
SINVOICEDLOC,SIDLOC,Sales invoice detail,Sales,,AUUID,Single identifier,,AUUID,,,,,
SINVOICEDLOC,SIDLOC,Sales invoice detail,Sales,,BASTAXLOCLIN,Taxable base,6.0,MD1,,,,,
SINVOICEDLOC,SIDLOC,Sales invoice detail,Sales,,CREDATTIM,Date time,,ADATIM,,,,,
SINVOICEDLOC,SIDLOC,Sales invoice detail,Sales,,CREUSR,User,,AUS,,,[AUS]CODUSR=[SIDLOC]CREUSR,Other,
SINVOICEDLOC,SIDLOC,Sales invoice detail,Sales,,NUM,Invoice number,,VCR,,,,,
SINVOICEDLOC,SIDLOC,Sales invoice detail,Sales,,SIDLIN,Invoice line,,L,8.0,,,,
SINVOICEDLOC,SIDLOC,Sales invoice detail,Sales,,UPDDATTIM,Date time,,ADATIM,,,,,
SINVOICEDLOC,SIDLOC,Sales invoice detail,Sales,,UPDUSR,User,,AUS,,,[AUS]CODUSR=[SIDLOC]UPDUSR,Other,
SINVOICEV,SIV,Costing sales invoice,Sales,,ADRVAL,Validated,,M,4.0,1.0,,,LTA
SINVOICEV,SIV,Costing sales invoice,Sales,,ARVDAT,Arrival date,,D,,,,,
SINVOICEV,SIV,Costing sales invoice,Sales,,AUUID,Single identifier,,AUUID,,,,,
SINVOICEV,SIV,Costing sales invoice,Sales,,BETCPY,Intercompany,,M,4.0,1.0,,,
SINVOICEV,SIV,Costing sales invoice,Sales,,BETFCY,Intersites,,M,4.0,1.0,,,
SINVOICEV,SIV,Costing sales invoice,Sales,,BPAADD,Delivery address,,BPD,,,[BPD]BPD0=BPCORD;BPAADD,Block,
SINVOICEV,SIV,Costing sales invoice,Sales,,BPCGRU,Group customer,,BPR,,,[BPR]BPR0=[SIV]BPCGRU,Block,
SINVOICEV,SIV,Costing sales invoice,Sales,,BPCINV,Bill-to customer,,BPR,,,[BPR]BPR0=[SIV]BPCINV,Block,
SINVOICEV,SIV,Costing sales invoice,Sales,,BPCORD,Sold-to,,BPR,,,[BPR]BPR0=[SIV]BPCORD,Block,
SINVOICEV,SIV,Costing sales invoice,Sales,,BPDADDLIG,Delivery address,3.0,ADL,,,,,
SINVOICEV,SIV,Costing sales invoice,Sales,,BPDCRY,Delivery country,,CRY,,,[TCY]TCY0=[SIV]BPDCRY,Block,
SINVOICEV,SIV,Costing sales invoice,Sales,,BPDCRYNAM,Delivery country name,,NCY,,,,,
SINVOICEV,SIV,Costing sales invoice,Sales,,BPDCTY,Delivery city,,CTY,,,,,
SINVOICEV,SIV,Costing sales invoice,Sales,,BPDNAM,Ship-to customer name,2.0,NAM,,,,,
SINVOICEV,SIV,Costing sales invoice,Sales,,BPDPOSCOD,Deliv postal code,,POS,,,,,
SINVOICEV,SIV,Costing sales invoice,Sales,,BPDSAT,Delivery country,,SAT,,,,,
SINVOICEV,SIV,Costing sales invoice,Sales,,BPIEECNUM,EU identification,,A,20.0,,,,DEB
SINVOICEV,SIV,Costing sales invoice,Sales,,BPINAM,Bill-to customer name,2.0,NAM,,,,,
SINVOICEV,SIV,Costing sales invoice,Sales,,BPRFCT,Factor,,FCT,,,[FCT]FCT0=[SIV]BPRFCT,Block,FCT
SINVOICEV,SIV,Costing sales invoice,Sales,,BPRPAY,Pay-by,,BPR,,,[BPR]BPR0=[SIV]BPRPAY,Block,
SINVOICEV,SIV,Costing sales invoice,Sales,,CMGNUM,Marketing campaign,,CMG,,,[CMG]CMG0=[SIV]CMGNUM,RTZ,
SINVOICEV,SIV,Costing sales invoice,Sales,,CNDNAM,Delivery contact,,AIN,,,[AIN]AIN0=CNDNAM,Block,
SINVOICEV,SIV,Costing sales invoice,Sales,,CNINAM,Invoice contact,,AIN,,,[AIN]AIN0=CNINAM,Block,
SINVOICEV,SIV,Costing sales invoice,Sales,,CNOREN,Memo reason,,ADI,,,[ADI]CODE=8;CNOREN,Block,
SINVOICEV,SIV,Costing sales invoice,Sales,,COPNBE,Credit memo copy no.,,C,1.0,,,,
SINVOICEV,SIV,Costing sales invoice,Sales,,COPNBR,Invoice copies,,C,1.0,,,,
SINVOICEV,SIV,Costing sales invoice,Sales,,CPY,Company,,CPY,,,[CPY]CPY0=[SIV]CPY,Block,
SINVOICEV,SIV,Costing sales invoice,Sales,,CREDAT,Date created,,D,,,,,
SINVOICEV,SIV,Costing sales invoice,Sales,,CREDATTIM,Date time,,ADATIM,,,,,
SINVOICEV,SIV,Costing sales invoice,Sales,,CREUSR,Creation user,,A,5.0,,,,
SINVOICEV,SIV,Costing sales invoice,Sales,,CUR,Currency,,CUR,,,[TCU]TCU0=[SIV]CUR,Block,
SINVOICEV,SIV,Costing sales invoice,Sales,,DEP,Settlement discount,,TDA,,,[TDA]TDA0=DEP;[V]GSUPCLE,Block,
SINVOICEV,SIV,Costing sales invoice,Sales,,DISCRGTYP,Discount / charge type,,M,10.0,255.0,,,SPR
SINVOICEV,SIV,Costing sales invoice,Sales,,DPEDAT,Departure date,,D,,,,,
SINVOICEV,SIV,Costing sales invoice,Sales,,DSPTOTQTY,Quantity total,,DCB,9.6,,,,
SINVOICEV,SIV,Costing sales invoice,Sales,,DSPTOTVOL,Volume aggregation,,QTY,,,,,
SINVOICEV,SIV,Costing sales invoice,Sales,,DSPTOTWEI,Weight aggregation,,QTY,,,,,
SINVOICEV,SIV,Costing sales invoice,Sales,,DSPVOU,Volume unit,,UOM,,,[TUN]TUN0=[SIV]DSPVOU,Block,
SINVOICEV,SIV,Costing sales invoice,Sales,,DSPWEU,Weight unit,,UOM,,,[TUN]TUN0=[SIV]DSPWEU,Block,
SINVOICEV,SIV,Costing sales invoice,Sales,,EECICT,Incoterm,,ICT,,,[ICTH]ICT0=[SIV]EECICT,Block,
SINVOICEV,SIV,Costing sales invoice,Sales,,EECLOC,Intrastat transport location,,M,15.0,236.0,,,DEB
SINVOICEV,SIV,Costing sales invoice,Sales,,EECNAT,Transaction nature,,TEC,,,[TEC]TEC0=EECNAT;[V]GSUPCLE,Block,DEB
SINVOICEV,SIV,Costing sales invoice,Sales,,EECNATR,Transaction nature,,TEC,,,[TEC]TEC0=EECNATR;[V]GSUPCLE,Block,DEB
SINVOICEV,SIV,Costing sales invoice,Sales,,EECSCH,Intrastat rule,,TSC,,,[TSC]TSC0=EECSCH;[V]GSUPCLE,Block,DEB
SINVOICEV,SIV,Costing sales invoice,Sales,,EECSCHR,Intrastat rule,,TSC,,,[TSC]TSC0=EECSCHR;[V]GSUPCLE,Block,DEB
SINVOICEV,SIV,Costing sales invoice,Sales,,EECTRN,Intrastat transp. mode,,M,15.0,237.0,,,DEB
SINVOICEV,SIV,Costing sales invoice,Sales,,ENTCOD,Stock auto journal,,GAU,,,[GAU]GAU0=[SIV]ENTCOD,Block,
SINVOICEV,SIV,Costing sales invoice,Sales,,ETA,Arrival time,,HM,,,,,
SINVOICEV,SIV,Costing sales invoice,Sales,,ETD,Departure time,,HM,,,,,
SINVOICEV,SIV,Costing sales invoice,Sales,,EXPNUM,Export number,,L,8.0,,,,
SINVOICEV,SIV,Costing sales invoice,Sales,,FFWADD,Forwarding agent address,,ADR,,,,,
SINVOICEV,SIV,Costing sales invoice,Sales,,FFWNUM,Freight agent,,BPT,,,[BPT]BPT0=[SIV]FFWNUM,Block,
SINVOICEV,SIV,Costing sales invoice,Sales,,GEOCOD,Geographic code,,GEO,,,,,KUS
SINVOICEV,SIV,Costing sales invoice,Sales,,ICTCTY,Incoterm town,,CTY,,,,,
SINVOICEV,SIV,Costing sales invoice,Sales,,INSATI,Prepayment amt +tax,4.0,MD1,,,,,
SINVOICEV,SIV,Costing sales invoice,Sales,,INSCTYFLG,City interior flag,,A,1.0,,,,KUS
SINVOICEV,SIV,Costing sales invoice,Sales,,INSLIN,line,4.0,C,3.0,,,,
SINVOICEV,SIV,Costing sales invoice,Sales,,INSORDNUM,Order no.,4.0,VCR,,,,,
SINVOICEV,SIV,Costing sales invoice,Sales,,INVCNOSTA,Credit memo status on invoice,,M,4.0,1.0,,,
SINVOICEV,SIV,Costing sales invoice,Sales,,INVDAT,Invoice date,,D,,,,,
SINVOICEV,SIV,Costing sales invoice,Sales,,INVDTA,Invoicing element,,SFI,,,[SFI]SFI0=[SIV]INVDTA,Other,SFI
SINVOICEV,SIV,Costing sales invoice,Sales,,INVDTAAMT,% or amt inv el,,DCB,11.4,,,,SFI
SINVOICEV,SIV,Costing sales invoice,Sales,,INVDTADSP,Distrib key,,DSP,,,[DSP]DSP0=INVDTADSP;1,Other,SFI
SINVOICEV,SIV,Costing sales invoice,Sales,,INVDTALIN,Invoice line element,,C,2.0,,,,SPR
SINVOICEV,SIV,Costing sales invoice,Sales,,INVDTATYP,Value type,,M,6.0,2227.0,,,SFI
SINVOICEV,SIV,Costing sales invoice,Sales,,INVREF,Reference,,REF,,,,,
SINVOICEV,SIV,Costing sales invoice,Sales,,INVSTA,Status,,M,15.0,2261.0,,,
SINVOICEV,SIV,Costing sales invoice,Sales,,INVTYP,Invoice category,,M,15.0,645.0,,,
SINVOICEV,SIV,Costing sales invoice,Sales,,LAN,Language,,LAN,,,[TLA]TLA0=[SIV]LAN,Block,
SINVOICEV,SIV,Costing sales invoice,Sales,,LICPLATE,Registration,,REGLIC,,,,,
SINVOICEV,SIV,Costing sales invoice,Sales,,LINNBR,Number of lines,,C,4.0,,,,
SINVOICEV,SIV,Costing sales invoice,Sales,,NUM,Invoice no.,,VCR,,,,,
SINVOICEV,SIV,Costing sales invoice,Sales,,OPGNUM,Marketing operation,,VCR,,,,,
SINVOICEV,SIV,Costing sales invoice,Sales,,OPGTYP,Operation type,,A,3.0,,,,
SINVOICEV,SIV,Costing sales invoice,Sales,,ORIFCY,Original site,,FCY,,,[FCY]FCY0=[SIV]ORIFCY,Block,
SINVOICEV,SIV,Costing sales invoice,Sales,,PAM,Payment method,4.0,TAM,,,[TAM]TAM0=PAM;[V]GSUPCLE,Block,
SINVOICEV,SIV,Costing sales invoice,Sales,,PIHNUM,Purchase invoice no.,,VCR,,,,,
SINVOICEV,SIV,Costing sales invoice,Sales,,PJT,Project,,PJT,,,[PIM]PIM0=[SIV]PJT,Block,
SINVOICEV,SIV,Costing sales invoice,Sales,,PLISTC,Structure code,,PRS,,,[PRS]PRS0=1;PLISTC,Other,
SINVOICEV,SIV,Costing sales invoice,Sales,,PRITYP,Price - / +tax,,M,6.0,243.0,,,
SINVOICEV,SIV,Costing sales invoice,Sales,,REP,Sales rep,,REP,,,[REP]REP0=[SIV]REP,Block,REP
SINVOICEV,SIV,Costing sales invoice,Sales,,SALFCY,Sales site,,FCY,,,[FCY]FCY0=[SIV]SALFCY,Block,
SINVOICEV,SIV,Costing sales invoice,Sales,,SFISSTCOD,SST tax code,,ADI,,,[ADI]CODE=203;SFISSTCOD,Block,SFI
SINVOICEV,SIV,Costing sales invoice,Sales,,SIHCFMFLG,Electronic signature,,M,4.0,1.0,,,KPO
SINVOICEV,SIV,Costing sales invoice,Sales,,SIHNUMEND,Final number,,VCR,,,,,KPO
SINVOICEV,SIV,Costing sales invoice,Sales,,SIHORI,Document origin,,M,12.0,413.0,,,
SINVOICEV,SIV,Costing sales invoice,Sales,,SIHORIDAT,Source date,,D,,,,,
SINVOICEV,SIV,Costing sales invoice,Sales,,SIHORINUM,Original document no.,,VCR,,,,,
SINVOICEV,SIV,Costing sales invoice,Sales,,SIHORITYP,Source doc type,,M,15.0,476.0,,,
SINVOICEV,SIV,Costing sales invoice,Sales,,SIHTEX1,Invoice header text,,TXC,,,,,
SINVOICEV,SIV,Costing sales invoice,Sales,,SIHTEX2,Invoice footer text,,TXC,,,,,
SINVOICEV,SIV,Costing sales invoice,Sales,,SIVTYP,Sales invoice type,,TSV,,,[TSV]TSV0=SIVTYP;[V]GSUPCLE,Block,
SINVOICEV,SIV,Costing sales invoice,Sales,,SRGLOCDEF,Dock location,,LOC,,,[STC]STC0=STOFCY;SRGLOCDEF,Other,
SINVOICEV,SIV,Costing sales invoice,Sales,,STARPT,Printing,,M,4.0,1.0,,,
SINVOICEV,SIV,Costing sales invoice,Sales,,STOFCY,Shipment site,,FCY,,,[FCY]FCY0=[SIV]STOFCY,Block,
SINVOICEV,SIV,Costing sales invoice,Sales,,STOMVTFLG,Stock transaction,,M,4.0,1.0,,,
SINVOICEV,SIV,Costing sales invoice,Sales,,TRLLICPLATE,Trailer license plate,,REGLIC,,,,,
SINVOICEV,SIV,Costing sales invoice,Sales,,TRSCOD,Movement code,,ADI,,,[ADI]CODE=14;TRSCOD,RTZ,
SINVOICEV,SIV,Costing sales invoice,Sales,,TSCCOD,Statistical group,,ADI,,,[ADI]CODE=indice+30;TSCCOD(indice),Other,STC
SINVOICEV,SIV,Costing sales invoice,Sales,,UPDDAT,Change date,,D,,,,,
SINVOICEV,SIV,Costing sales invoice,Sales,,UPDDATTIM,Date time,,ADATIM,,,,,
SINVOICEV,SIV,Costing sales invoice,Sales,,UPDUSR,Change user,,A,5.0,,,,
SINVOICEV,SIV,Costing sales invoice,Sales,,VTT,Vertex transaction type,,A,1.0,,,,KUS
SORDER,SOH,Sales orders - header,Sales,,ADRVAL,Validated,,M,4.0,1.0,,,LTA
SORDER,SOH,Sales orders - header,Sales,,ALLLINNBR,No. of lines to allocate,,C,4.0,,,,
SORDER,SOH,Sales orders - header,Sales,,ALLSTA,Allocation status,,M,15.0,416.0,,,
SORDER,SOH,Sales orders - header,Sales,,ALLTYP,Allocation type,,M,15.0,450.0,,,
SORDER,SOH,Sales orders - header,Sales,,AMTTAX,Tax amount,,MD1,,,,,KUS
SORDER,SOH,Sales orders - header,Sales,,APPFLG,Signed,,M,15.0,280.0,,,
SORDER,SOH,Sales orders - header,Sales,,AUUID,Single identifier,,AUUID,,,,,
SORDER,SOH,Sales orders - header,Sales,,BASTAX,Tax basis,,MD1,,,,,KUS
SORDER,SOH,Sales orders - header,Sales,,BETCPY,Intercompany,,M,4.0,1.0,,,
SORDER,SOH,Sales orders - header,Sales,,BETFCY,Intersite,,M,4.0,1.0,,,
SORDER,SOH,Sales orders - header,Sales,,BPAADD,Delivery address,,BPD,,,[BPD]BPD0=BPCORD;BPAADD,Block,
SORDER,SOH,Sales orders - header,Sales,,BPAINV,Invoice address code,,ADR,,,,,
SORDER,SOH,Sales orders - header,Sales,,BPAORD,Order addr code,,ADR,,,,,
SORDER,SOH,Sales orders - header,Sales,,BPAPYR,Address pay-by,,ADR,,,,,
SORDER,SOH,Sales orders - header,Sales,,BPCADDLIG,Order address,3.0,ADL,,,,,
SORDER,SOH,Sales orders - header,Sales,,BPCCRY,Country of order,,CRY,,,[TCY]TCY0=[SOH]BPCCRY,Block,
SORDER,SOH,Sales orders - header,Sales,,BPCCRYNAM,Order country name,,NCY,,,,,
SORDER,SOH,Sales orders - header,Sales,,BPCCTY,Order city,,CTY,,,,,
SORDER,SOH,Sales orders - header,Sales,,BPCGRU,Group customer,,BPR,,,[BPR]BPR0=[SOH]BPCGRU,Block,
SORDER,SOH,Sales orders - header,Sales,,BPCINV,Bill-to customer,,BPR,,,[BPR]BPR0=[SOH]BPCINV,Block,
SORDER,SOH,Sales orders - header,Sales,,BPCNAM,Sold-to customer name,2.0,NAM,,,,,
SORDER,SOH,Sales orders - header,Sales,,BPCORD,Sold-to,,BPR,,,[BPR]BPR0=[SOH]BPCORD,Block,
SORDER,SOH,Sales orders - header,Sales,,BPCPOSCOD,Order postal code,,POS,,,,,
SORDER,SOH,Sales orders - header,Sales,,BPCPYR,Pay-by,,BPR,,,[BPR]BPR0=[SOH]BPCPYR,Block,
SORDER,SOH,Sales orders - header,Sales,,BPCSAT,Order state,,SAT,,,,,
SORDER,SOH,Sales orders - header,Sales,,BPDADDLIG,Delivery address,3.0,ADL,,,,,
SORDER,SOH,Sales orders - header,Sales,,BPDCRY,Delivery country,,CRY,,,[TCY]TCY0=[SOH]BPDCRY,Block,
SORDER,SOH,Sales orders - header,Sales,,BPDCRYNAM,Delivery country name,,NCY,,,,,
SORDER,SOH,Sales orders - header,Sales,,BPDCTY,Delivery city,,CTY,,,,,
SORDER,SOH,Sales orders - header,Sales,,BPDNAM,Ship-to customer name,2.0,NAM,,,,,
SORDER,SOH,Sales orders - header,Sales,,BPDPOSCOD,Deliv postal code,,POS,,,,,
SORDER,SOH,Sales orders - header,Sales,,BPDSAT,Delivery country,,SAT,,,,,
SORDER,SOH,Sales orders - header,Sales,,BPIADDLIG,Billing address,3.0,ADL,,,,,
SORDER,SOH,Sales orders - header,Sales,,BPICRY,Country of invoice,,CRY,,,[TCY]TCY0=[SOH]BPICRY,Block,
SORDER,SOH,Sales orders - header,Sales,,BPICRYNAM,Invoice country name,,NCY,,,,,
SORDER,SOH,Sales orders - header,Sales,,BPICTY,Invoice city,,CTY,,,,,
SORDER,SOH,Sales orders - header,Sales,,BPIEECNUM,EU identification,,A,20.0,,,,DEB
SORDER,SOH,Sales orders - header,Sales,,BPINAM,Bill-to customer name,2.0,NAM,,,,,
SORDER,SOH,Sales orders - header,Sales,,BPIPOSCOD,Invoice postal code,,POS,,,,,
SORDER,SOH,Sales orders - header,Sales,,BPISAT,Invoice state,,SAT,,,,,
SORDER,SOH,Sales orders - header,Sales,,BPTNUM,Carrier,,BPT,,,[BPT]BPT0=[SOH]BPTNUM,Block,
SORDER,SOH,Sales orders - header,Sales,,CCE,Dimension,,CCE,,,[CCE]CCE0=DIE(indice);CCE(indice),Block,ANA
SORDER,SOH,Sales orders - header,Sales,,CCLDAT,Date closed,,D,,,,,
SORDER,SOH,Sales orders - header,Sales,,CCLREN,Closing reason,,ADI,,,[ADI]CODE=201;CCLREN,Block,
SORDER,SOH,Sales orders - header,Sales,,CDTSTA,Credit status,,M,15.0,419.0,,,
SORDER,SOH,Sales orders - header,Sales,,CDTSTAP,Previous credit status,,M,15.0,419.0,,,
SORDER,SOH,Sales orders - header,Sales,,CHGRAT,Currency rate,,DCB,5.6,,,,
SORDER,SOH,Sales orders - header,Sales,,CHGTYP,Rate type,,M,15.0,202.0,,,
SORDER,SOH,Sales orders - header,Sales,,CLELINNBR,No. closed lines,,C,4.0,,,,
SORDER,SOH,Sales orders - header,Sales,,CMGNUM,Marketing campaign,,CMG,,,[CMG]CMG0=[SOH]CMGNUM,RTZ,
SORDER,SOH,Sales orders - header,Sales,,CNDNAM,Delivery contact,,AIN,,,[AIN]AIN0=CNDNAM,Block,
SORDER,SOH,Sales orders - header,Sales,,CNINAM,Invoice contact,,AIN,,,[AIN]AIN0=CNINAM,Block,
SORDER,SOH,Sales orders - header,Sales,,CNTNAM,Person to contact,,AIN,,,[AIN]AIN0=CNTNAM,Block,
SORDER,SOH,Sales orders - header,Sales,,COPNBR,No. copies acknowledgement of receipt,,C,1.0,,,,
SORDER,SOH,Sales orders - header,Sales,,CPY,Company,,CPY,,,[CPY]CPY0=[SOH]CPY,Block,
SORDER,SOH,Sales orders - header,Sales,,CREDAT,Date created,,D,,,,,
SORDER,SOH,Sales orders - header,Sales,,CREDATTIM,Date time,,ADATIM,,,,,
SORDER,SOH,Sales orders - header,Sales,,CREUSR,Creation user,,A,5.0,,,,
SORDER,SOH,Sales orders - header,Sales,,CUR,Currency,,CUR,,,[TCU]TCU0=[SOH]CUR,Block,
SORDER,SOH,Sales orders - header,Sales,,CUSORDREF,Customer order ref,,A,20.0,,,,
SORDER,SOH,Sales orders - header,Sales,,DAYLTI,Delivery lead time,,C,3.0,,,,
SORDER,SOH,Sales orders - header,Sales,,DEMDLVDAT,Req. delivery date,,D,,,,,
SORDER,SOH,Sales orders - header,Sales,,DEMDLVHOU,Exp. delivery time,,HM,,,,,EDIX3
SORDER,SOH,Sales orders - header,Sales,,DEP,Settlement discount,,TDA,,,[TDA]TDA0=DEP;[V]GSUPCLE,Block,
SORDER,SOH,Sales orders - header,Sales,,DIE,Dimension type code,,DIE,,,[DIE]DIE0=[SOH]DIE,Block,ANA
SORDER,SOH,Sales orders - header,Sales,,DISCRGTYP,Discount / charge type,,M,10.0,255.0,,,SPR
SORDER,SOH,Sales orders - header,Sales,,DLRATI,Amount to deliver +tax,,MD1,,,,,
SORDER,SOH,Sales orders - header,Sales,,DLRNOT,Amount to deliver -tax,,MD1,,,,,
SORDER,SOH,Sales orders - header,Sales,,DLVLINNBR,No. of delivered lines,,C,4.0,,,,
SORDER,SOH,Sales orders - header,Sales,,DLVPIO,Delivery priority,,M,15.0,410.0,,,
SORDER,SOH,Sales orders - header,Sales,,DLVSTA,Delivery status,,M,15.0,417.0,,,
SORDER,SOH,Sales orders - header,Sales,,DME,Partial delivery,,M,15.0,414.0,,,
SORDER,SOH,Sales orders - header,Sales,,DRAFTREJ,Reject draft,,M,4.0,1.0,,,
SORDER,SOH,Sales orders - header,Sales,,DRAFTREJREN,Draft rej. reason,,A,60.0,,,,
SORDER,SOH,Sales orders - header,Sales,,DRAFTSTATUS,Draft,,C,2.0,,,,
SORDER,SOH,Sales orders - header,Sales,,DRN,Route no.,,M,15.0,409.0,,,
SORDER,SOH,Sales orders - header,Sales,,DSPTOTQTY,Quantity total,,DCB,9.6,,,,
SORDER,SOH,Sales orders - header,Sales,,DSPTOTVOL,Volume aggregation,,QTY,,,,,
SORDER,SOH,Sales orders - header,Sales,,DSPTOTWEI,Weight aggregation,,QTY,,,,,
SORDER,SOH,Sales orders - header,Sales,,DSPVOU,Volume unit,,UOM,,,[TUN]TUN0=[SOH]DSPVOU,Block,
SORDER,SOH,Sales orders - header,Sales,,DSPWEU,Weight unit,,UOM,,,[TUN]TUN0=[SOH]DSPWEU,Block,
SORDER,SOH,Sales orders - header,Sales,,EECICT,Incoterm,,ICT,,,[ICTH]ICT0=[SOH]EECICT,Block,
SORDER,SOH,Sales orders - header,Sales,,EECLOC,Intrastat transport location,,M,15.0,236.0,,,DEB
SORDER,SOH,Sales orders - header,Sales,,EXPNUM,Export number,,L,8.0,,,,
SORDER,SOH,Sales orders - header,Sales,,FFWADD,Forwarding agent address,,ADR,,,,,
SORDER,SOH,Sales orders - header,Sales,,FFWNUM,Freight agent,,BPT,,,[BPT]BPT0=[SOH]FFWNUM,Block,
SORDER,SOH,Sales orders - header,Sales,,GEOCOD,Geographic code,,GEO,,,,,KUS
SORDER,SOH,Sales orders - header,Sales,,HLDCOD,Block code,,ADI,,,[ADI]CODE=204;HLDCOD,Block,
SORDER,SOH,Sales orders - header,Sales,,HLDCODP,Previous block code,,ADI,,,[ADI]CODE=204;HLDCODP,Block,
SORDER,SOH,Sales orders - header,Sales,,HLDDAT,Block/Release date,,D,,,,,
